Time,CAN_ID,Severity,AttackType,Score,Reason,KbMatch,Explanation,Recommendation
01:00:37.509,0x19,LOW,CONTINUITY_BREAK,0,439,"timing=0.003, payload=0.774, ml=0.733, persistence=0.200, freq=10Hz, can_id_entropy=2.295","","",""
01:00:37.512,0x13,LOW,ML_OUTLIER,0,475,"timing=0.372, payload=0.512, ml=0.727, persistence=0.200, freq=1Hz, can_id_entropy=2.295","","",""
01:00:37.514,0x16,LOW,ML_OUTLIER,0,404,"timing=0.372, payload=0.326, ml=0.698, persistence=0.200, freq=1Hz, can_id_entropy=2.295","","",""
01:00:37.514,0x17,LOW,ML_OUTLIER,0,483,"timing=0.372, payload=0.537, ml=0.721, persistence=0.200, freq=1Hz, can_id_entropy=2.295","","",""
01:00:38.501,0x12,LOW,ML_OUTLIER,0,448,"timing=0.367, payload=0.480, ml=0.675, persistence=0.170, freq=1Hz, can_id_entropy=2.235","","",""
01:00:38.528,0x19,LOW,CONTINUITY_BREAK,0,443,"timing=0.004, payload=0.795, ml=0.733, persistence=0.170, freq=10Hz, can_id_entropy=2.235","","",""
01:00:39.509,0x13,LOW,ML_OUTLIER,0,510,"timing=0.362, payload=0.637, ml=0.727, persistence=0.150, freq=1Hz, can_id_entropy=2.211","","",""
01:00:39.510,0x15,LOW,ML_OUTLIER,0,443,"timing=0.362, payload=0.450, ml=0.727, persistence=0.130, freq=1Hz, can_id_entropy=2.211","","",""
01:00:39.511,0x17,LOW,ML_OUTLIER,0,412,"timing=0.362, payload=0.371, ml=0.721, persistence=0.110, freq=1Hz, can_id_entropy=2.211","","",""
01:00:39.941,0x19,LOW,CONTINUITY_BREAK,0,488,"timing=0.004, payload=0.944, ml=0.733, persistence=0.100, freq=10Hz, can_id_entropy=2.211","","",""
01:00:39.994,0x7EC,MEDIUM,CONTINUITY_BREAK,0,787,"timing=0.717, payload=1.080, ml=0.742, persistence=0.100, freq=4Hz, can_id_entropy=2.211","","",""
01:00:40.000,0x7E4,HIGH,TIMING_BURST,0,844,"timing=1.044, payload=0.925, ml=0.727, persistence=0.100, freq=1Hz, can_id_entropy=2.211","","",""
01:00:40.491,0x7BB,CRITICAL,TIMING_BURST,1,188,"timing=1.966, payload=0.981, ml=0.734, persistence=0.100, freq=1Hz, can_id_entropy=2.209","","",""
01:00:40.500,0x7B3,CRITICAL,TIMING_BURST,1,130,"timing=2.000, payload=0.784, ml=0.727, persistence=0.100, freq=0Hz, can_id_entropy=2.209","","",""
01:00:40.959,0x19,LOW,CONTINUITY_BREAK,0,455,"timing=0.004, payload=0.845, ml=0.733, persistence=0.110, freq=10Hz, can_id_entropy=2.264","","",""
01:00:41.000,0x7E4,HIGH,TIMING_BURST,0,846,"timing=1.029, payload=0.938, ml=0.725, persistence=0.120, freq=1Hz, can_id_entropy=2.264","","",""
01:00:41.000,0x5,LOW,ML_OUTLIER,0,408,"timing=0.354, payload=0.375, ml=0.702, persistence=0.120, freq=1Hz, can_id_entropy=2.264","","",""
01:00:41.024,0x7EC,MEDIUM,CONTINUITY_BREAK,0,741,"timing=0.615, payload=1.045, ml=0.739, persistence=0.120, freq=5Hz, can_id_entropy=2.264","","",""
01:00:41.474,0x13,LOW,ML_OUTLIER,0,476,"timing=0.353, payload=0.553, ml=0.727, persistence=0.130, freq=1Hz, can_id_entropy=2.273","","",""
01:00:41.475,0x15,LOW,ML_OUTLIER,0,419,"timing=0.353, payload=0.391, ml=0.727, persistence=0.130, freq=1Hz, can_id_entropy=2.273","","",""
01:00:41.500,0x7A0,CRITICAL,TIMING_BURST,1,166,"timing=2.000, payload=0.873, ml=0.731, persistence=0.140, freq=0Hz, can_id_entropy=2.273","","",""
01:00:41.513,0x7A8,CRITICAL,TIMING_BURST,1,171,"timing=1.839, payload=1.048, ml=0.729, persistence=0.150, freq=1Hz, can_id_entropy=2.273","","",""
01:00:42.000,0x7E4,HIGH,TIMING_BURST,0,851,"timing=1.029, payload=0.924, ml=0.725, persistence=0.220, freq=1Hz, can_id_entropy=2.321","","",""
01:00:42.024,0x7EC,MEDIUM,CONTINUITY_BREAK,0,678,"timing=0.615, payload=0.836, ml=0.739, persistence=0.220, freq=5Hz, can_id_entropy=2.321","","",""
01:00:42.075,0x19,LOW,ML_OUTLIER,0,413,"timing=0.004, payload=0.695, ml=0.733, persistence=0.220, freq=10Hz, can_id_entropy=2.321","","",""
01:00:42.482,0x13,MEDIUM,CONTINUITY_BREAK,0,553,"timing=0.349, payload=0.752, ml=0.727, persistence=0.220, freq=1Hz, can_id_entropy=2.280","","",""
01:00:42.483,0x15,LOW,ML_OUTLIER,0,492,"timing=0.349, payload=0.578, ml=0.727, persistence=0.220, freq=1Hz, can_id_entropy=2.280","","",""
01:00:43.399,0x19,LOW,CONTINUITY_BREAK,0,480,"timing=0.004, payload=0.893, ml=0.733, persistence=0.190, freq=10Hz, can_id_entropy=2.280","","",""
01:00:43.480,0x17,LOW,ML_OUTLIER,0,403,"timing=0.345, payload=0.340, ml=0.721, persistence=0.190, freq=1Hz, can_id_entropy=2.258","","",""
01:00:44.495,0x13,LOW,ML_OUTLIER,0,439,"timing=0.341, payload=0.452, ml=0.727, persistence=0.160, freq=1Hz, can_id_entropy=2.210","","",""
01:00:44.495,0x15,LOW,ML_OUTLIER,0,447,"timing=0.341, payload=0.480, ml=0.727, persistence=0.140, freq=1Hz, can_id_entropy=2.210","","",""
01:00:44.522,0x19,LOW,CONTINUITY_BREAK,0,433,"timing=0.004, payload=0.784, ml=0.733, persistence=0.110, freq=10Hz, can_id_entropy=2.210","","",""
01:00:44.994,0x7EC,MEDIUM,CONTINUITY_BREAK,0,788,"timing=0.717, payload=1.080, ml=0.739, persistence=0.110, freq=4Hz, can_id_entropy=2.210","","",""
01:00:45.000,0x7E4,HIGH,TIMING_BURST,0,850,"timing=1.072, payload=0.925, ml=0.702, persistence=0.110, freq=1Hz, can_id_entropy=2.210","","",""
01:00:45.491,0x7BB,CRITICAL,TIMING_BURST,1,187,"timing=1.952, payload=0.981, ml=0.733, persistence=0.140, freq=1Hz, can_id_entropy=2.233","","",""
01:00:45.500,0x7B3,CRITICAL,TIMING_BURST,1,135,"timing=2.000, payload=0.784, ml=0.727, persistence=0.150, freq=0Hz, can_id_entropy=2.233","","",""
01:00:45.631,0x19,LOW,ML_OUTLIER,0,404,"timing=0.003, payload=0.684, ml=0.731, persistence=0.170, freq=10Hz, can_id_entropy=2.233","","",""
01:00:45.994,0x7EC,MEDIUM,CONTINUITY_BREAK,0,719,"timing=0.615, payload=0.981, ml=0.739, persistence=0.130, freq=5Hz, can_id_entropy=2.235","","",""
01:00:46.000,0x7E4,HIGH,TIMING_BURST,0,842,"timing=1.029, payload=0.938, ml=0.702, persistence=0.130, freq=1Hz, can_id_entropy=2.235","","",""
01:00:46.487,0x13,LOW,ML_OUTLIER,0,441,"timing=0.365, payload=0.447, ml=0.727, persistence=0.120, freq=1Hz, can_id_entropy=2.235","","",""
01:00:46.488,0x15,LOW,ML_OUTLIER,0,472,"timing=0.365, payload=0.535, ml=0.727, persistence=0.120, freq=1Hz, can_id_entropy=2.235","","",""
01:00:46.489,0x17,LOW,ML_OUTLIER,0,487,"timing=0.365, payload=0.580, ml=0.721, persistence=0.120, freq=1Hz, can_id_entropy=2.241","","",""
01:00:46.500,0x7A0,CRITICAL,TIMING_BURST,1,165,"timing=2.000, payload=0.873, ml=0.731, persistence=0.130, freq=0Hz, can_id_entropy=2.241","","",""
01:00:46.511,0x7A8,CRITICAL,TIMING_BURST,1,188,"timing=1.896, payload=1.048, ml=0.716, persistence=0.140, freq=1Hz, can_id_entropy=2.241","","",""
01:00:46.851,0x19,MEDIUM,CONTINUITY_BREAK,0,589,"timing=0.003, payload=1.205, ml=0.731, persistence=0.200, freq=10Hz, can_id_entropy=2.241","","",""
01:00:47.000,0x7E4,HIGH,TIMING_BURST,0,845,"timing=1.029, payload=0.924, ml=0.702, persistence=0.210, freq=1Hz, can_id_entropy=2.241","","",""
01:00:47.025,0x7EC,MEDIUM,CONTINUITY_BREAK,0,695,"timing=0.615, payload=0.888, ml=0.737, persistence=0.210, freq=5Hz, can_id_entropy=2.241","","",""
01:00:48.496,0x13,LOW,ML_OUTLIER,0,453,"timing=0.357, payload=0.462, ml=0.727, persistence=0.210, freq=1Hz, can_id_entropy=2.219","","",""
01:00:48.498,0x17,LOW,ML_OUTLIER,0,423,"timing=0.357, payload=0.382, ml=0.721, persistence=0.200, freq=1Hz, can_id_entropy=2.219","","",""
01:00:48.578,0x19,LOW,CONTINUITY_BREAK,0,446,"timing=0.004, payload=0.803, ml=0.731, persistence=0.180, freq=10Hz, can_id_entropy=2.219","","",""
01:00:49.000,0x5,LOW,ML_OUTLIER,0,434,"timing=0.354, payload=0.438, ml=0.698, persistence=0.170, freq=1Hz, can_id_entropy=2.205","","",""
01:00:49.597,0x19,LOW,CONTINUITY_BREAK,0,492,"timing=0.003, payload=0.955, ml=0.732, persistence=0.100, freq=10Hz, can_id_entropy=2.205","","",""
01:00:49.994,0x7EC,MEDIUM,CONTINUITY_BREAK,0,792,"timing=0.717, payload=1.093, ml=0.742, persistence=0.100, freq=4Hz, can_id_entropy=2.205","","",""
01:00:50.000,0x7E4,HIGH,TIMING_BURST,0,850,"timing=1.072, payload=0.925, ml=0.703, persistence=0.110, freq=1Hz, can_id_entropy=2.142","","",""
01:00:50.488,0x7BB,CRITICAL,TIMING_BURST,1,198,"timing=1.985, payload=0.981, ml=0.733, persistence=0.140, freq=1Hz, can_id_entropy=2.142","","",""
01:00:50.490,0x15,LOW,ML_OUTLIER,0,426,"timing=0.349, payload=0.411, ml=0.727, persistence=0.140, freq=1Hz, can_id_entropy=2.177","","",""
01:00:50.491,0x17,LOW,ML_OUTLIER,0,441,"timing=0.349, payload=0.465, ml=0.721, persistence=0.120, freq=1Hz, can_id_entropy=2.177","","",""
01:00:50.500,0x7B3,CRITICAL,TIMING_BURST,1,131,"timing=2.000, payload=0.784, ml=0.727, persistence=0.110, freq=0Hz, can_id_entropy=2.177","","",""
01:00:50.611,0x19,LOW,CONTINUITY_BREAK,0,471,"timing=0.003, payload=0.890, ml=0.732, persistence=0.120, freq=10Hz, can_id_entropy=2.177","","",""
01:00:50.994,0x7EC,MEDIUM,CONTINUITY_BREAK,0,688,"timing=0.615, payload=0.898, ml=0.737, persistence=0.110, freq=5Hz, can_id_entropy=2.177","","",""
01:00:51.000,0x7E4,HIGH,TIMING_BURST,0,841,"timing=1.029, payload=0.938, ml=0.703, persistence=0.120, freq=1Hz, can_id_entropy=2.177","","",""
01:00:51.500,0x7A0,CRITICAL,TIMING_BURST,1,165,"timing=2.000, payload=0.873, ml=0.732, persistence=0.130, freq=0Hz, can_id_entropy=2.216","","",""
01:00:51.501,0x13,LOW,ML_OUTLIER,0,496,"timing=0.346, payload=0.617, ml=0.727, persistence=0.130, freq=1Hz, can_id_entropy=2.216","","",""
01:00:51.503,0x17,LOW,ML_OUTLIER,0,440,"timing=0.346, payload=0.462, ml=0.721, persistence=0.130, freq=1Hz, can_id_entropy=2.216","","",""
01:00:51.508,0x7A8,CRITICAL,TIMING_BURST,1,188,"timing=1.896, payload=1.048, ml=0.718, persistence=0.140, freq=1Hz, can_id_entropy=2.248","","",""
01:00:51.933,0x19,LOW,CONTINUITY_BREAK,0,439,"timing=0.004, payload=0.775, ml=0.731, persistence=0.200, freq=10Hz, can_id_entropy=2.248","","",""
01:00:51.994,0x7EC,MEDIUM,CONTINUITY_BREAK,0,670,"timing=0.615, payload=0.819, ml=0.739, persistence=0.200, freq=5Hz, can_id_entropy=2.248","","",""
01:00:52.000,0x7E4,HIGH,TIMING_BURST,0,845,"timing=1.029, payload=0.924, ml=0.702, persistence=0.210, freq=1Hz, can_id_entropy=2.248","","",""
01:00:52.513,0x13,LOW,ML_OUTLIER,0,439,"timing=0.342, payload=0.435, ml=0.727, persistence=0.210, freq=1Hz, can_id_entropy=2.251","","",""
01:00:52.515,0x17,LOW,ML_OUTLIER,0,458,"timing=0.342, payload=0.493, ml=0.721, persistence=0.210, freq=1Hz, can_id_entropy=2.251","","",""
01:00:53.052,0x19,LOW,CONTINUITY_BREAK,0,466,"timing=0.004, payload=0.855, ml=0.727, persistence=0.200, freq=10Hz, can_id_entropy=2.260","","",""
01:00:54.376,0x19,LOW,CONTINUITY_BREAK,0,461,"timing=0.004, payload=0.845, ml=0.732, persistence=0.170, freq=10Hz, can_id_entropy=2.260","","",""
01:00:54.484,0x13,LOW,ML_OUTLIER,0,435,"timing=0.361, payload=0.420, ml=0.727, persistence=0.160, freq=1Hz, can_id_entropy=2.260","","",""
01:00:54.485,0x15,LOW,ML_OUTLIER,0,486,"timing=0.361, payload=0.567, ml=0.727, persistence=0.160, freq=1Hz, can_id_entropy=2.260","","",""
01:00:54.994,0x7EC,HIGH,CONTINUITY_BREAK,0,803,"timing=0.717, payload=1.117, ml=0.742, persistence=0.130, freq=4Hz, can_id_entropy=2.200","","",""
01:00:55.000,0x7E4,HIGH,TIMING_BURST,0,852,"timing=1.072, payload=0.925, ml=0.702, persistence=0.130, freq=1Hz, can_id_entropy=2.200","","",""
01:00:55.392,0x19,LOW,CONTINUITY_BREAK,0,429,"timing=0.004, payload=0.766, ml=0.731, persistence=0.130, freq=10Hz, can_id_entropy=2.142","","",""
01:00:55.487,0x13,LOW,ML_OUTLIER,0,476,"timing=0.358, payload=0.549, ml=0.727, persistence=0.130, freq=1Hz, can_id_entropy=2.142","","",""
01:00:55.491,0x7BB,CRITICAL,TIMING_BURST,1,196,"timing=1.985, payload=0.981, ml=0.726, persistence=0.130, freq=1Hz, can_id_entropy=2.142","","",""
01:00:55.500,0x7B3,CRITICAL,TIMING_BURST,1,134,"timing=2.000, payload=0.784, ml=0.727, persistence=0.140, freq=0Hz, can_id_entropy=2.142","","",""
01:00:55.994,0x7EC,MEDIUM,CONTINUITY_BREAK,0,668,"timing=0.615, payload=0.827, ml=0.742, persistence=0.150, freq=5Hz, can_id_entropy=2.231","","",""
01:00:56.000,0x7E4,HIGH,TIMING_BURST,0,843,"timing=1.029, payload=0.938, ml=0.702, persistence=0.140, freq=1Hz, can_id_entropy=2.231","","",""
01:00:56.406,0x19,LOW,ML_OUTLIER,0,416,"timing=0.004, payload=0.729, ml=0.731, persistence=0.130, freq=10Hz, can_id_entropy=2.231","","",""
01:00:56.488,0x15,LOW,ML_OUTLIER,0,420,"timing=0.358, payload=0.390, ml=0.727, persistence=0.130, freq=1Hz, can_id_entropy=2.193","","",""
01:00:56.500,0x7A0,CRITICAL,TIMING_BURST,1,166,"timing=2.000, payload=0.873, ml=0.732, persistence=0.140, freq=0Hz, can_id_entropy=2.193","","",""
01:00:56.505,0x7A8,CRITICAL,TIMING_BURST,1,189,"timing=1.896, payload=1.048, ml=0.718, persistence=0.150, freq=1Hz, can_id_entropy=2.193","","",""
01:00:56.994,0x7EC,MEDIUM,CONTINUITY_BREAK,0,672,"timing=0.615, payload=0.819, ml=0.742, persistence=0.210, freq=5Hz, can_id_entropy=2.250","","",""
01:00:57.000,0x7E4,HIGH,TIMING_BURST,0,846,"timing=1.029, payload=0.924, ml=0.703, persistence=0.220, freq=1Hz, can_id_entropy=2.250","","",""
01:00:57.000,0x5,LOW,ML_OUTLIER,0,418,"timing=0.361, payload=0.375, ml=0.695, persistence=0.220, freq=1Hz, can_id_entropy=2.250","","",""
01:00:57.425,0x19,LOW,ML_OUTLIER,0,401,"timing=0.004, payload=0.663, ml=0.727, persistence=0.220, freq=10Hz, can_id_entropy=2.250","","",""
01:00:57.501,0x13,LOW,ML_OUTLIER,0,424,"timing=0.358, payload=0.376, ml=0.727, persistence=0.220, freq=1Hz, can_id_entropy=2.250","","",""
01:00:57.501,0x15,LOW,ML_OUTLIER,0,439,"timing=0.358, payload=0.418, ml=0.727, persistence=0.220, freq=1Hz, can_id_entropy=2.250","","",""
01:00:57.502,0x17,LOW,ML_OUTLIER,0,408,"timing=0.358, payload=0.333, ml=0.721, persistence=0.220, freq=1Hz, can_id_entropy=2.268","","",""
01:00:58.503,0x13,LOW,ML_OUTLIER,0,477,"timing=0.358, payload=0.537, ml=0.727, persistence=0.180, freq=1Hz, can_id_entropy=2.268","","",""
01:00:58.845,0x19,LOW,CONTINUITY_BREAK,0,437,"timing=0.004, payload=0.776, ml=0.732, persistence=0.180, freq=10Hz, can_id_entropy=2.235","","",""
01:00:59.524,0x13,LOW,ML_OUTLIER,0,461,"timing=0.334, payload=0.526, ml=0.727, persistence=0.150, freq=1Hz, can_id_entropy=2.235","","",""
01:00:59.524,0x15,LOW,ML_OUTLIER,0,424,"timing=0.334, payload=0.424, ml=0.727, persistence=0.130, freq=1Hz, can_id_entropy=2.235","","",""
01:00:59.995,0x7EC,MEDIUM,CONTINUITY_BREAK,0,782,"timing=0.717, payload=1.067, ml=0.740, persistence=0.100, freq=4Hz, can_id_entropy=2.201","","",""
01:01:00.000,0x7E4,HIGH,TIMING_BURST,0,849,"timing=1.072, payload=0.925, ml=0.703, persistence=0.100, freq=1Hz, can_id_entropy=2.201","","",""
01:01:00.271,0x19,LOW,CONTINUITY_BREAK,0,424,"timing=0.004, payload=0.752, ml=0.732, persistence=0.130, freq=10Hz, can_id_entropy=2.147","","",""
01:01:00.489,0x7BB,CRITICAL,TIMING_BURST,1,198,"timing=1.985, payload=0.981, ml=0.729, persistence=0.140, freq=1Hz, can_id_entropy=2.147","","",""
01:01:00.500,0x7B3,CRITICAL,TIMING_BURST,1,135,"timing=2.000, payload=0.784, ml=0.727, persistence=0.150, freq=0Hz, can_id_entropy=2.147","","",""
01:01:00.995,0x7EC,MEDIUM,CONTINUITY_BREAK,0,691,"timing=0.615, payload=0.906, ml=0.742, persistence=0.110, freq=5Hz, can_id_entropy=2.218","","",""
01:01:01.000,0x7E4,HIGH,TIMING_BURST,0,841,"timing=1.029, payload=0.938, ml=0.702, persistence=0.120, freq=1Hz, can_id_entropy=2.218","","",""
01:01:01.390,0x19,LOW,ML_OUTLIER,0,402,"timing=0.003, payload=0.696, ml=0.727, persistence=0.120, freq=10Hz, can_id_entropy=2.218","","",""
01:01:01.500,0x7A0,CRITICAL,TIMING_BURST,1,164,"timing=2.000, payload=0.873, ml=0.727, persistence=0.130, freq=0Hz, can_id_entropy=2.218","","",""
01:01:01.512,0x7A8,CRITICAL,TIMING_BURST,1,188,"timing=1.896, payload=1.048, ml=0.718, persistence=0.140, freq=1Hz, can_id_entropy=2.246","","",""
01:01:01.995,0x7EC,MEDIUM,CONTINUITY_BREAK,0,671,"timing=0.615, payload=0.819, ml=0.742, persistence=0.200, freq=5Hz, can_id_entropy=2.246","","",""
01:01:02.000,0x7E4,HIGH,TIMING_BURST,0,845,"timing=1.029, payload=0.924, ml=0.702, persistence=0.210, freq=1Hz, can_id_entropy=2.320","","",""
01:01:02.604,0x19,LOW,ML_OUTLIER,0,408,"timing=0.003, payload=0.683, ml=0.732, persistence=0.210, freq=10Hz, can_id_entropy=2.320","","",""
01:01:03.496,0x13,LOW,ML_OUTLIER,0,438,"timing=0.358, payload=0.419, ml=0.727, persistence=0.210, freq=1Hz, can_id_entropy=2.167","","",""
01:01:03.497,0x16,LOW,ML_OUTLIER,0,452,"timing=0.358, payload=0.476, ml=0.698, persistence=0.200, freq=1Hz, can_id_entropy=2.167","","",""
01:01:03.497,0x17,LOW,ML_OUTLIER,0,418,"timing=0.358, payload=0.369, ml=0.721, persistence=0.200, freq=1Hz, can_id_entropy=2.167","","",""
01:01:03.924,0x19,LOW,ML_OUTLIER,0,416,"timing=0.003, payload=0.722, ml=0.727, persistence=0.170, freq=10Hz, can_id_entropy=2.167","","",""
01:01:04.514,0x13,LOW,ML_OUTLIER,0,404,"timing=0.358, payload=0.334, ml=0.727, persistence=0.160, freq=1Hz, can_id_entropy=2.200","","",""
01:01:04.940,0x19,LOW,CONTINUITY_BREAK,0,447,"timing=0.003, payload=0.819, ml=0.727, persistence=0.140, freq=10Hz, can_id_entropy=2.200","","",""
01:01:04.995,0x7EC,MEDIUM,CONTINUITY_BREAK,0,786,"timing=0.717, payload=1.067, ml=0.742, persistence=0.130, freq=4Hz, can_id_entropy=2.200","","",""
01:01:05.000,0x7E4,HIGH,TIMING_BURST,0,852,"timing=1.072, payload=0.925, ml=0.702, persistence=0.130, freq=1Hz, can_id_entropy=2.200","","",""
01:01:05.000,0x5,LOW,ML_OUTLIER,0,409,"timing=0.361, payload=0.406, ml=0.641, persistence=0.120, freq=1Hz, can_id_entropy=2.200","","",""
01:01:05.491,0x7BB,CRITICAL,TIMING_BURST,1,197,"timing=1.985, payload=0.981, ml=0.727, persistence=0.140, freq=1Hz, can_id_entropy=2.162","","",""
01:01:05.500,0x7B3,CRITICAL,TIMING_BURST,1,135,"timing=2.000, payload=0.784, ml=0.727, persistence=0.150, freq=0Hz, can_id_entropy=2.162","","",""
01:01:05.517,0x13,LOW,ML_OUTLIER,0,405,"timing=0.358, payload=0.340, ml=0.727, persistence=0.150, freq=1Hz, can_id_entropy=2.162","","",""
01:01:05.958,0x19,LOW,CONTINUITY_BREAK,0,474,"timing=0.003, payload=0.891, ml=0.727, persistence=0.150, freq=10Hz, can_id_entropy=2.183","","",""
01:01:05.995,0x7EC,MEDIUM,CONTINUITY_BREAK,0,706,"timing=0.615, payload=0.941, ml=0.739, persistence=0.140, freq=5Hz, can_id_entropy=2.183","","",""
01:01:06.000,0x7E4,HIGH,TIMING_BURST,0,843,"timing=1.029, payload=0.938, ml=0.703, persistence=0.140, freq=1Hz, can_id_entropy=2.183","","",""
01:01:06.500,0x7A0,CRITICAL,TIMING_BURST,1,165,"timing=2.000, payload=0.873, ml=0.727, persistence=0.140, freq=0Hz, can_id_entropy=2.186","","",""
01:01:06.510,0x7A8,CRITICAL,TIMING_BURST,1,189,"timing=1.896, payload=1.048, ml=0.718, persistence=0.150, freq=1Hz, can_id_entropy=2.186","","",""
01:01:06.995,0x7EC,MEDIUM,CONTINUITY_BREAK,0,671,"timing=0.615, payload=0.819, ml=0.739, persistence=0.210, freq=5Hz, can_id_entropy=2.245","","",""
01:01:07.000,0x7E4,HIGH,TIMING_BURST,0,846,"timing=1.029, payload=0.924, ml=0.703, persistence=0.220, freq=1Hz, can_id_entropy=2.245","","",""
01:01:07.287,0x19,LOW,CONTINUITY_BREAK,0,505,"timing=0.003, payload=0.961, ml=0.727, persistence=0.220, freq=10Hz, can_id_entropy=2.245","","",""
01:01:07.523,0x15,LOW,ML_OUTLIER,0,407,"timing=0.358, payload=0.328, ml=0.727, persistence=0.220, freq=1Hz, can_id_entropy=2.254","","",""
01:01:08.600,0x19,LOW,ML_OUTLIER,0,402,"timing=0.003, payload=0.678, ml=0.727, persistence=0.180, freq=10Hz, can_id_entropy=2.180","","",""
01:01:09.618,0x19,LOW,CONTINUITY_BREAK,0,512,"timing=0.003, payload=1.017, ml=0.727, persistence=0.100, freq=10Hz, can_id_entropy=2.210","","",""
01:01:09.995,0x7EC,MEDIUM,CONTINUITY_BREAK,0,787,"timing=0.717, payload=1.080, ml=0.742, persistence=0.100, freq=4Hz, can_id_entropy=2.210","","",""
01:01:10.000,0x7E4,HIGH,TIMING_BURST,0,849,"timing=1.072, payload=0.925, ml=0.702, persistence=0.100, freq=1Hz, can_id_entropy=2.210","","",""
01:01:10.470,0x13,LOW,ML_OUTLIER,0,439,"timing=0.358, payload=0.445, ml=0.727, persistence=0.120, freq=1Hz, can_id_entropy=2.170","","",""
01:01:10.488,0x7BB,CRITICAL,TIMING_BURST,1,194,"timing=1.985, payload=0.981, ml=0.727, persistence=0.110, freq=1Hz, can_id_entropy=2.170","","",""
01:01:10.500,0x7B3,CRITICAL,TIMING_BURST,1,131,"timing=2.000, payload=0.784, ml=0.727, persistence=0.110, freq=0Hz, can_id_entropy=2.170","","",""
01:01:10.631,0x19,LOW,CONTINUITY_BREAK,0,469,"timing=0.003, payload=0.887, ml=0.727, persistence=0.120, freq=10Hz, can_id_entropy=2.286","","",""
01:01:10.995,0x7EC,MEDIUM,CONTINUITY_BREAK,0,695,"timing=0.615, payload=0.918, ml=0.738, persistence=0.110, freq=5Hz, can_id_entropy=2.286","","",""
01:01:11.000,0x7E4,HIGH,TIMING_BURST,0,841,"timing=1.029, payload=0.938, ml=0.702, persistence=0.120, freq=1Hz, can_id_entropy=2.286","","",""
01:01:11.486,0x17,LOW,ML_OUTLIER,0,433,"timing=0.358, payload=0.434, ml=0.721, persistence=0.120, freq=1Hz, can_id_entropy=2.276","","",""
01:01:11.500,0x7A0,CRITICAL,TIMING_BURST,1,164,"timing=2.000, payload=0.873, ml=0.727, persistence=0.130, freq=0Hz, can_id_entropy=2.276","","",""
01:01:11.517,0x7A8,CRITICAL,TIMING_BURST,1,188,"timing=1.896, payload=1.048, ml=0.716, persistence=0.140, freq=1Hz, can_id_entropy=2.276","","",""
01:01:11.751,0x19,LOW,CONTINUITY_BREAK,0,429,"timing=0.003, payload=0.746, ml=0.732, persistence=0.200, freq=10Hz, can_id_entropy=2.327","","",""
01:01:11.995,0x7EC,MEDIUM,CONTINUITY_BREAK,0,669,"timing=0.615, payload=0.819, ml=0.736, persistence=0.200, freq=5Hz, can_id_entropy=2.327","","",""
01:01:12.000,0x7E4,HIGH,TIMING_BURST,0,845,"timing=1.029, payload=0.924, ml=0.702, persistence=0.210, freq=1Hz, can_id_entropy=2.327","","",""
01:01:12.492,0x13,LOW,ML_OUTLIER,0,425,"timing=0.358, payload=0.380, ml=0.727, persistence=0.210, freq=1Hz, can_id_entropy=2.265","","",""
01:01:12.493,0x15,LOW,ML_OUTLIER,0,433,"timing=0.358, payload=0.405, ml=0.727, persistence=0.210, freq=1Hz, can_id_entropy=2.265","","",""
01:01:13.000,0x5,LOW,ML_OUTLIER,0,407,"timing=0.361, payload=0.375, ml=0.641, persistence=0.210, freq=1Hz, can_id_entropy=2.265","","",""
01:01:13.071,0x19,LOW,CONTINUITY_BREAK,0,489,"timing=0.003, payload=0.920, ml=0.732, persistence=0.200, freq=10Hz, can_id_entropy=2.265","","",""
01:01:14.088,0x19,LOW,ML_OUTLIER,0,401,"timing=0.003, payload=0.677, ml=0.732, persistence=0.170, freq=10Hz, can_id_entropy=2.257","","",""
01:01:14.482,0x13,LOW,ML_OUTLIER,0,476,"timing=0.358, payload=0.543, ml=0.727, persistence=0.150, freq=1Hz, can_id_entropy=2.257","","",""
01:01:14.484,0x17,LOW,ML_OUTLIER,0,416,"timing=0.358, payload=0.387, ml=0.721, persistence=0.110, freq=1Hz, can_id_entropy=2.209","","",""
01:01:14.995,0x7EC,MEDIUM,CONTINUITY_BREAK,0,787,"timing=0.717, payload=1.080, ml=0.742, persistence=0.100, freq=4Hz, can_id_entropy=2.209","","",""
01:01:15.000,0x7E4,HIGH,TIMING_BURST,0,849,"timing=1.072, payload=0.925, ml=0.703, persistence=0.100, freq=1Hz, can_id_entropy=2.209","","",""
01:01:15.106,0x19,MEDIUM,CONTINUITY_BREAK,0,583,"timing=0.003, payload=1.206, ml=0.733, persistence=0.130, freq=10Hz, can_id_entropy=2.229","","",""
01:01:15.488,0x7BB,CRITICAL,TIMING_BURST,1,197,"timing=1.985, payload=0.981, ml=0.727, persistence=0.140, freq=1Hz, can_id_entropy=2.229","","",""
01:01:15.500,0x7B3,CRITICAL,TIMING_BURST,1,133,"timing=2.000, payload=0.784, ml=0.720, persistence=0.150, freq=0Hz, can_id_entropy=2.229","","",""
01:01:15.509,0x13,LOW,ML_OUTLIER,0,404,"timing=0.358, payload=0.337, ml=0.727, persistence=0.150, freq=1Hz, can_id_entropy=2.229","","",""
01:01:15.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,692,"timing=0.615, payload=0.908, ml=0.737, persistence=0.110, freq=5Hz, can_id_entropy=2.296","","",""
